id_plano_acao,id_programa,Total Plano de Ação,Situação Plano de Ação,inicio_vigencia_plano_acao,fim_vigencia_plano_acao,sigla_unidade_descentralizada,unidade_descentralizada,sigla_unidade_responsavel_execucao,unidade_responsavel_execucao,objeto_plano_acao,Ano,vl_beneficiario_especifico,sq_instrumento,aa_instrumento
2742,2494,977198.4,APROVADO,2024-06-17,2026-06-17,ITA,Instituto Tecnológico de Aeronáutica,ITA,Instituto Tecnológico de Aeronáutica,"O presente instrumento tem por objeto o Desenvolvimento de atividades de ensino, divulgação e formação de professores da educação básica nas áreas de STEAM2D adaptada para o contexto das atividades espaciais com o intuito de capacitar docentes e estudantes da Educação Básica do Ensino Fundamental séries finais da rede pública por meio de oficinas baseadas em STEAM2D (Science – Technology – Engineering – Art – Mathematics – Manufacture and Design) com ênfase na temática espacial, disseminando conhecimentos sobre exploração espacial, astronáutica, tecnologias e aplicações espaciais,
astronomia, dentre outros. Para apoiar este propósito também serão capacitados estudantes de nível superior do ITA que atuarão como mentores(as) das oficinas em dez escolas públicas parceiras na cidade de São José dos Campos, São Paulo, tendo por objetivos específicos:
1.    Desenvolvimento de metodologia de ensino de Ciências com foco nas Tecnologias Espaciais aplicando os conceitos STEAM2D em um habitat lunar simulado escolar (HaLu)* com a produção de material didático e protótipo ;
2.    Capacitar estudantes de graduação e pós-graduação do ITA em conteúdos STEM2D aplicados às áreas espaciais para aplicação de oficinas na educação básica;
3.    Oferecer para escolas de Ensino Fundamental Séries Finais da Educação Básica da Rede Pública de Ensino de São José dos Campos oficinas de formação para docentes em STEAM2D aplicadas à área espacial;
4.    Oferecer oficinas de aprofundamento à docentes da Educação Básica para a aplicação
dos conhecimentos dos temas das oficinas em suas atividades didáticas cotidianas e para que eles atuem como desenvolvedores de novas ações educacionais em STEM2D aplicadas à área espacial;
5.    Orientar estudantes do ensino médio ou fundamental em atividades de divulgação científica ou iniciação científica jr em assuntos correlatos à área espacial e oferecer mentoria a alunos do Ensino Médio  com alunos de graduação/pós-graduação do ITA para discussão de planos de vida e carreira em STEM2D;
6.    Oferecer atividades de divulgação científica nas áreas de STEM2D aplicadas à área espacial em eventos do Ciência no Parque (Parque Vicentina Aranha, SJC) e nas redes sociais para o público;
* O Habitat Lunar Simulado Escolar – HaLu, a ser desenvolvido pelo presente projeto, será um ambiente a ser montado em uma escola ou em local de fácil acesso das comunidades escolares para o desenvolvimento de atividades simulando uma missão análoga. O “HaLu” será um ambiente fechado (tipo tenda iglu) onde haverá um conjunto de experimentos relacionados ao cultivo de plantas para fins alimentares em ambiente simulado lunar e poderá abrigar outros experimentos. No ambiente serão instalados equipamentos para medidas ambientais (termômetros, pluviômetros, sensores de O2 e CO2, sensores de luminosidade etc.) e instrumentação para os experimentos (circulação de solução nutritiva para plantas, controladores de fotoperíodo, irrigadores, exaustores, medidores de radiação etc.).",2024,977198.4,963321,2024.0
2714,2538,595876,APROVADO,2024-05-15,2024-12-31,DCTA,Departamento de Ciência e Tecnologia Aeroespacial,DCTA,Departamento de Ciência e Tecnologia Aeroespacial,"Implantação do conjunto de infraestrutura necessária para dar suporte às atividades de lançamento de artefatos espaciais a partir do território nacional. Isto engloba os equipamentos, sistemas e demais itens de apoio logístico, bem como as demais infraestruturas remotas de localização e recebimento de dados de telemetria. A participação do CLBI é fundamental para acompanhamento dos eventos críticos que acontecem após o veículo lançador estar fora da visada dos equipamentos de Alcântara. As infraestruturas implantadas permitirão a realização de atividades de lançamento previstas no PNAE, bem como a viabilização das atividades de lançamento não-governamentais, com participação da iniciativa privada.",2024,595876,961768,2024.0
95,84,5828004,APROVADO,2022-04-01,2023-12-31,INPE-MCT,Instituto Nacional de Pesquisas Espaciais,INPE-MCT,Instituto Nacional de Pesquisas Espaciais,"PO 000A - Pesquisar e desenvolver metodologias e tecnologias, e capacitar recursos humanos para a extração de informações a partir de dados de satélites de observação da terra, incluindo geotecnologias baseadas em software aberto, com a disponibilização ao usuário final.
PO 0003 - Desenvolver tecnologias, produtos e processos estratégicos para as missões espaciais e suas aplicações com o intuito de promover o avanço da área espacial e integrá-la ao setor produtivo nacional.
PO 0009 - Desenvolver pesquisa e instrumentação para as ciências espaciais (conjunto formado por astrofísica, heliofísica, ciências planetárias e aeronomia).",2022,5828004,928333,2022.0
198,215,900000,APROVADO,2022-05-06,2023-06-30,DCTA,Departamento de Ciência e Tecnologia Aeroespacial,CLBI,Centro de Lançamento da Barreira do Inferno,"Manter a operacionalidade do Centro de Lançamento da Barreira do Inferno, para atender aos lançamentos de veículos espaciais no território nacional, contribuindo para a execução do Programa Nacional de Atividades Espaciais (PNAE).",2022,900000,929303,2022.0
49,28,15020701,REJEITADO,2022-03-31,2022-12-31,INPE-MCT,Instituto Nacional de Pesquisas Espaciais,INPE-MCT,Instituto Nacional de Pesquisas Espaciais,"PO 0001 - Manutenção e atualização da infraestrutura espacial do INPE para rastreio, controle, recepção, processamento e distribuição de dados; manutenção e ampliação da capacidade para armazenamento e distribuição de dados de satélites e produtos de valor agregado.
PO 0005 - Manter operacional e atualizado o Laboratório de Integração e Testes (LIT) do Instituto Nacional de Pesquisas Espaciais (INPE) para a realização das atividades de montagem, integração e testes de satélites e outros sistemas espaciais previstos no Programa Nacional de Atividades Espaciais (PNAE), bem como a prestação de serviços técnicos especializados na qualificação de produtos industriais , compatíveis com os objetivos da Lei de Inovação (Lei 10.973/2004), nas atividades voltadas à inovação e à pesquisa científica e tecnológica no ambiente produtivo, visando, entre outros objetivos, à maior competitividade das empresas do setor espacial.
PO 0008 - Monitorar, modelar e difundir informações e alertas do Clima Espacial.
•	Monitorar as tempestades solares (sensores em solo e embarcados);
•	Modelar a dinâmica das tempestades, choques e acoplamentos com a magnetosfera interna terrestre (modelo numéricos de previsão).
•	Gerar índices de impacto para difundir informações e alertas (padronizações e alertas)",2022,15020701,926266,2022.0
199,216,10900000,APROVADO,2022-05-06,2023-04-07,DCTA,Departamento de Ciência e Tecnologia Aeroespacial,CLA,Centro de Lançamento de Alcântara,"Manter a Operacionalidade do Centro de Lançamento de Alcântara, , para atender aos lançamentos de veículos espaciais no território nacional, contribuindo para a execução do Programa nacional de Atividades Espaciais (PNAE).",2022,10900000,929239,2022.0
120,26,10900000,REJEITADO,2022-04-08,2023-04-07,CLA,Centro de Lançamento de Alcântara,CLA,Centro de Lançamento de Alcântara,"Manter a operacionalidade do Centro de Lançamento de Alcântara, para atender aos lançamentos de veículos espaciais no território nacional, contribuindo para a execução do Programa Nacional de Atividades Espaciais (PNAE).",2022,10900000,,
111,139,800000,EM ELABORACAO,2022-08-01,2024-07-31,INPE-MCT,Instituto Nacional de Pesquisas Espaciais,INPE-MCT,Instituto Nacional de Pesquisas Espaciais,Estudos e análise de viabilidade de missões espaciais.,2022,800000,,
203,217,500000,APROVADO,2022-05-04,2023-12-31,DCTA,Departamento de Ciência e Tecnologia Aeroespacial,IFI,Instituto de Fomento e Coordenação Industrial,"O Plano Orçamentário 0004 da ação 21AI, apoia a promoção da adequação e da manutenção dos sistemas e da infraestrutura operacional dedicada ao desenvolvimento e
lançamento de veículos espaciais, compreendendo as áreas técnicas e operacionais dos insOtutos de pesquisa e desenvolvimento da área espacial e dos Centros de Lançamento de Alcântara
(CLA) e da Barreira do Inferno (CLBI). A execução dos recursos deste plano orçamentário ocorre por meio de Termo de Execução Descentralizada celebrado com o Departamento Geral de
Tecnologia Aeroespacial (DCTA) com aplicação direta no InsOtuto de Fomento e Coordenação Industrial (IFI), o qual custeia aOvidades de atualização e manutenção do funcionamento do
Sistema de Metrologia, Normalização e CerOficação para a área espacial. Esta atuação se dá, prioritariamente, pelas verificação dos requisitos estabelecidos para a qualidade, segurança e
proteção do meio ambiente para as aOvidades espaciais no País, e esomulo ao envolvimento da indústria nacional e dos demais parOcipantes do Sistema Nacional de Desenvolvimento das
SEI/AEB - 0068319 - Plano de Trabalho https://sei.aeb.gov.br/sei/documento_consulta_externa.php?id_acesso_externo=620&id_documento=...
2 of 9 22/04/2020 14:02Atvidades Espaciais (SINDAE) no processo da qualidade, segurança e avaliação de conformidade, nos projetos do Programa Nacional de Atvidades Espaciais (PNAE)",2022,500000,929238,2022.0
200,218,1800000,APROVADO,2022-04-25,2023-06-30,DCTA,Departamento de Ciência e Tecnologia Aeroespacial,IAE,Instituto de Aeronáutica e Espaço,"O objeto desta Ação/Plano Orçamentário é a Manutenção do Funcionamento e a Atualização da 
Infraestrutura de Apoio a Veículos Espaciais do IAE, visando ao suporte a projetos e atividades de espaço. 
Neste Plano de Trabalho estão consolidadas as informações e ações a serem empreendidas para execução 
e gestão no Exercício de 2022 do PNAE.",2022,1800000,929553,2022.0
116,131,15040000,APROVADO,2022-04-08,2022-12-31,INPE-MCT,Instituto Nacional de Pesquisas Espaciais,INPE-MCT,Instituto Nacional de Pesquisas Espaciais,"Desenvolver um sistema espacial utilizando como base a plataforma Multi Missão – PMM, a qual foi validada em órbita na missão Amazonia 1. O satélite a ser desenvolvido servirá à uma missão operacional e fará uso de equipamentos reservas do Amazonia 1.",2022,15040000,929581,2022.0
217,237,10719619,APROVADO,2022-03-01,2023-06-30,DCTA,Departamento de Ciência e Tecnologia Aeroespacial,IAE,Instituto de Aeronáutica e Espaço,"O VLM-1 tem como objetivo colocar um microssatélite com massa igual ou superior a 30 kg em uma órbita terrestre baixa (LEO), igual ou superior a 300 km e de baixa inclinação (referência: “DDM - Documento Definição de Missão – Projeto VLM-1”, de 15 de agosto de 2018). Este veículo está sendo desenvolvido em parceria com o Centro Aeroespacial Alemão (DLR), visando atender às necessidades tanto do Programa Espacial Brasileiro quanto do Alemão, com o objetivo de entrar em um nicho de mercado pouco explorado, o de veículos específicos para o lançamento de microssatélites, segmento este em crescimento devido ao grande número de novas aplicações científicas e operacionais.",2022,10719619,929637,2022.0
823,895,264180,APROVADO,2023-01-01,2023-12-30,UFMA,Fundação Universidade Federal do Maranhão,UFMA,Fundação Universidade Federal do Maranhão,"Implantar as ações para popularizar e incentivar o desenvolvimento de projetos
pedagógicos utilizando pesquisa científica nos protocolos dos projetos Globe e STEAM,
tendo como referência tecnologias para o meio ambiente e o espaço de forma
continuada no estado do Maranhão.",2023,264180,937272,2022.0
278,239,20800000,APROVADO,2022-07-15,2023-06-30,DCTA,Departamento de Ciência e Tecnologia Aeroespacial,CLA,Centro de Lançamento de Alcântara,"Construção das obras complementares da infraestrutura geral do Centro de Lançamento de Alcântara - CLA para apoio aos lançamentos previstos no PNAE, bem como aos sítios de lançamentos comerciais, bem como desenvolvimento de sistemas, aquisição de material permanente,para o atendimento de demandas qualificadas do Estado e da sociedade, especialmente para observação do território, meteorologia e aplicações científicas, tais como laboratórios e centros de lançamento, incluindo as infraestruturas necessárias à exploração dos dados das missões. Este Plano de Trabalho objetiva demonstrar as necessidades do DCTA, nos aspectos relacionados à manutenção e atualização da infraestrutura de apoio para as atividades espaciais, de forma a atender a demanda de pesquisa e desenvolvimento tecnológico que o país anseia. Também está relacionado ao apoio aos sistemas operacionais para manutenção do Sistema de Lançamento do CLA.",2022,20800000,932220,2022.0
230,181,4500000,APROVADO,2022-05-16,2023-06-30,DCTA,Departamento de Ciência e Tecnologia Aeroespacial,CLBI,Centro de Lançamento da Barreira do Inferno,"Implantação do conjunto de infraestrutura necessária para dar suporte às atividades de lançamento de artefatos espaciais a partir do território nacional. Isto engloba os equipamentos, sistemas e demais itens de apoio logístico, bem como as demais infraestruturas remotas de localização e recebimento de dados de telemetria. A participação do CLBI é fundamental para acompanhamento dos eventos críticos que acontecem após o veículo lançador estar fora da visada dos equipamentos de Alcântara. As infraestruturas implantadas permitirão a realização de atividades de lançamento previstas no PNAE, bem como a viabilização das atividades de lançamento não-governamentais, com participação da iniciativa privada.",2022,4500000,932224,2022.0
510,569,1895750,APROVADO,2022-09-28,2023-10-28,UNB,Fundação Universidade de Brasília,UNB,Fundação Universidade de Brasília,"Desenvolvimento, por meio de cooperac¸a~o entre o CEAG-UnB e Age^ncia Espacial Brasileira (AEB), pesquisas na a´rea de Planejamento Estrate´gico e Gestão de Processos com um olhar especi´fico para a a´rea espacial em pai´ses perife´ricos (em especial o Brasil). Sua ideia principal e´ revisitar, mapear e redesenhar processos internos da AEB de forma convergente ao novo ciclo de Plano Estrate´gico da Age^ncia Espacial Brasileira (AEB), auxiliando a viabilidade da implementac¸a~o do mapa estrate´gico institucional, aos PEB, PNAE, PNDAE, PNE e PPA.",2022,1895750,935882,2022.0
699,578,2241390,APROVADO,2022-12-01,2024-03-30,UFSC,Universidade Federal de Santa Catarina,UFSC,Universidade Federal de Santa Catarina,"O presente Plano de Trabalho tem como objetivo o desenvolvimento e implantação de um satélite extra (A3) 
para a Frota A da Constelação Catarina. O satélite adicional será utilizado em conjunto com os demais da 
Constelação para a recepção de dados coletados por Plataformas de Coletas de Dados (PCDs), e envio para 
estações terrestres. Além disso, será utilizado para validação em órbita (In-orbit Validation, IoV) de novas 
tecnologias para uso nos próximos satélites da constelação. O sistema espacial foco deste Plano de Trabalho é 
composto apenas pelo segmento espacial.",2022,2241390,936583,2022.0
964,1017,0,EM ELABORACAO,2023-03-14,2024-07-31,INPE-MCT,Instituto Nacional de Pesquisas Espaciais,INPE-MCT,Instituto Nacional de Pesquisas Espaciais,"O presente Termo de Execução Descentralizada (TED) tem como objeto desenvolver estudo para as novas missões do Programa de satélite CBERS, desenvolvido no âmbito do Programa de Satélite Sino-Brasileiro de Recursos Terrestres (China-Brazil Earth Resources Satellite – CBERS).",2023,0,,
693,708,1001239.34,APROVADO,2022-12-10,2025-01-10,UNB,Fundação Universidade de Brasília,UNB,Fundação Universidade de Brasília,"O presente instrumento tem por objeto a formalização de Termo de Execução Descentralizada entre a Agência Espacial Brasileira (AEB) e a Universidade de Brasília (UnB), por meio da realização do programa de Mestrado Profissional em Economia, na área de concentração de Economia de Defesa e Espaço e terá como principal resultado a oferta de 35 vagas de capacitação em nível de mestrado, sendo assim distribuídas:
a) 10 vagas para colaboradores da Agência Espacial Brasileira (AEB) em atendimento ao Plano de Desenvolvimento de Pessoas para o ano de 2023 (SEI 0174853, linhas 21, 59, 95, 157, 195, 312 e 353) e resultado interno de Pesquisa de Interesse (SEI 0176730);
b) 10 vagas para servidores militares do Ministério da Defesa (MD) em atendimento ao Protocolo de Intenções estabelecido entre a AEB e a Escola Superior de Defesa (ESD), que visa o desenvolvimento de iniciativas de intercâmbio e cooperação acadêmica (SEI 0177573);
c) 10 vagas para servidores públicos civis federais, estaduais ou municipais, cujas instituições possuam interface com o setor da defesa e aeroespacial; e
d) 05 vagas para sociedade em geral, em convergência aos Objetivos de Desenvolvimento Sustentável - ODS 04 (Educação e Qualidade), 09 (Indústria, Inovação e
Infraestrutura) e 10 (Redução das Desigualdades), sem prejuízo de outras.
O curso de mestrado abordará, de forma exemplificativa, as seguintes temáticas:
a) teorias e modelos de análise das políticas públicas de CT&I;
b) gestão da inovação tecnológica e de cadeias produtivas aeroespacial; e
c) economia da inovação e gestão de projetos.
Serão desenvolvidas pesquisas técnico-científicas em:
a) economia da inovação;
b) clusters de base tecnológica no setor aeroespacial;
c) gestão de ecossistemas produtivos de defesa e aeroespacial; e
d) políticas públicas de inovação tecnológica relacionadas ao campo da defesa e do espaço.",2022,1001239.34,936825,2022.0
696,754,500000,APROVADO,2022-11-30,2024-11-29,IFPR,"Instituto Federal de Educação, Ciência e Tecnologia do Paraná",IFPR,"Instituto Federal de Educação, Ciência e Tecnologia do Paraná","Desenvolvimento de Negócios com Produtos e Serviços Espaciais na cidade de Londrina/PR e região através de formação continuada desenvolvida
pelo Instituto Federal do Paraná - Campus Londrina/PR no âmbito do Programa Constelação Catarina, de acordo com a Portaria AEB 590/2021",2022,500000,936602,2022.0
233,86,200000,APROVADO,2022-06-22,2022-12-31,DCTA,Departamento de Ciência e Tecnologia Aeroespacial,IFI,Instituto de Fomento e Coordenação Industrial,"Realizar atualização e manutenção do funcionamento do sistema de metrologia, normalização e certificação para a área espacial, por meio de atividades de elaboração e atualização de documentos normativos, verificação dos requisitos estabelecidos para a qualidade, segurança e proteção do meio ambiente para as atividades espaciais no país, e estímulo ao envolvimento da indústria nacional e dos demais participantes do sistema nacional de desenvolvimento das atividades espaciais (SINDAE) no processo da qualidade, segurança e avaliação de conformidade, nos projetos do programa nacional de atividades espaciais (PNAE). Além disso, serão realizadas atividades de certificações e assessorias técnicas em andamento, bem como assessorias técnicas e participação em eventos científicos com vistas ao aprimoramento da gestão da qualidade e da segurança no setor espacial brasileiro.",2022,200000,932230,2022.0
818,869,264180,EM ELABORACAO,2023-01-01,2023-12-30,UFMA,Fundação Universidade Federal do Maranhão,UFMA,Fundação Universidade Federal do Maranhão,"Implantar as ações para popularizar e incentivar o desenvolvimento de projetos pedagógicos utilizando pesquisa científica nos protocolos dos projetos Globe e STEAM, tendo como referência tecnologias para o meio ambiente e o espaço de forma continuada no estado do Maranhão.",2023,264180,,
841,889,11500000,REJEITADO,2023-01-02,2028-12-31,ITA,Instituto Tecnológico de Aeronáutica,ITA,Instituto Tecnológico de Aeronáutica,"O presente instrumento tem por objeto estabelecer uma parceria entre a Agência Espacial Brasileira e o Departamento de Ciência e Tecnologia Aeroespacial, por meio do seu Instituto Tecnológico de Aeronáutica, visando o desenvolvimento da carga útil composta por sensores para medidas da ionosfera e de geolocalização, bem como do segmento solo de três nanosatélite.",2023,11500000,,
1024,1084,3858535.6,APROVADO,2023-05-22,2024-06-30,IAE,Instituto de Aeronáutica e Espaço,IAE,Instituto de Aeronáutica e Espaço,Desenvolvimento e Lançamento do Veículo Lançador de Microssatélites – VLM-1.,2023,3858535.6,941808,2023.0
1552,1498,9364000,APROVADO,2023-10-16,2024-12-31,UFMA,Fundação Universidade Federal do Maranhão,UFMA,Fundação Universidade Federal do Maranhão,Apoio ao desenvolvimento da PSM e da realização da Operação Potiguar.,2023,9364000,949769,2023.0
946,989,5700000,APROVADO,2023-01-05,2025-09-30,ITA,Instituto Tecnológico de Aeronáutica,ITA,Instituto Tecnológico de Aeronáutica,"O presente instrumento tem por objeto estabelecer uma parceria entre a Agência Espacial Brasileira e o Departamento de Ciência e Tecnologia Aeroespacial, por meio do seu Instituto Tecnológico de Aeronáutica visando o desenvolvimento do Projeto detalhado e Fabricação da carga útil   composta por sensores para medidas da ionosfera e de geolocalização, bem como do segmento solo de três nanosatélites, tendo por objetivos gerais:
1.	Desenvolver a capacidade científica e tecnológica no Brasil para o monitoramento in situ da ionosfera terrestre;
2.	Desenvolver a competência tecno-científica para avaliar a propagação de sinais de radiofrequência do espaço para o solo.;
3.	Desenvolver intenso programa de tecnologias críticas, incentivando a capacitação no setor, com maior participação da academia, das instituições governamentais de C&T e da indústria;
4.	Ampliar as parcerias com outros países, priorizando o desenvolvimento conjunto de projetos tecnológicos e industriais de interesse mútuo;
5.	Fomentar a formação e capacitação de especialistas necessários ao setor espacial brasileiro, tanto no país quanto no exterior.
Como objetivos específicos tem-se:
1.	Realizar a medição do movimento do plasma ionosférico;
2.	Realizar a medição da densidade do plasma ionosférico;
3.	Realizar a medição das estruturas de pequena escala;
4.	Realizar a medição do campo magnético;
5.	Realizar a medição da radiação em órbita;
6.	Localizar um objeto emissor pré-determinado no solo.",2023,5700000,940458,2023.0
1152,1157,200000,APROVADO,2023-07-13,2024-12-30,DCTA,Departamento de Ciência e Tecnologia Aeroespacial,IFI,Instituto de Fomento e Coordenação Industrial,"Realizar a atualização e manutenção do funcionamento do sistema de metrologia, normalização e certificação para a área espacial, por meio de atividades de elaboração e atualização de documentos normativos, verificação dos requisitos estabelecidos para a qualidade, segurança e proteção do meio ambiente para as atividades espaciais no país, bem como estímulo ao envolvimento da indústria nacional e dos demais participantes do sistema nacional de desenvolvimento das atividades espaciais (SINDAE) no processo da qualidade, segurança e avaliação de conformidade e nos projetos do programa nacional de atividades espaciais (PNAE). Além disso, serão realizadas atividades de certificações e assessorias técnicas em andamento, bem como assessorias técnicas e participação em eventos científicos com vistas ao aprimoramento da gestão da qualidade e da segurança no setor espacial brasileiro.",2023,200000,944509,2023.0
1520,1412,753664.88,APROVADO,2024-08-01,2026-02-01,UFSC,Universidade Federal de Santa Catarina,UFSC,Universidade Federal de Santa Catarina,"O presente Plano de Trabalho tem como objetivo dar continuidade às atividades de Pesquisa e 
Desenvolvimento da missão GOLDS-UFSC. O satélite será utilizado para a recepção de dados coletados por 
Plataformas de Coletas de Dados (PCDs), e envio para estações terrestres. Além disso, será utilizado para 
validação em órbita (In-orbit Validation, IoV) do módulo EDC - Environmental Data Collector. Dessa forma, no 
presente plano de trabalho serão realizados os testes dos sistemas espaciais, e a construção da estação de 
controle e rastreio de satélites (ground station) na UFSC.",2024,753664.88,967345,2024.0
1883,1717,977198.4,ANALISE APROVADA,2023-11-30,2025-11-30,ITA,Instituto Tecnológico de Aeronáutica,ITA,Instituto Tecnológico de Aeronáutica,"O presente instrumento tem por objeto o Desenvolvimento de atividades de ensino, divulgação e formação de professores da 
educação básica nas áreas de STEAM2D adaptada para o contexto das atividades espaciais com o intuito de capacitar docentes e estudantes da Educação Básica do Ensino Fundamental séries finais da rede pública.",2023,977198.4,,
1977,1870,800000,APROVADO,2023-12-01,2024-12-31,UFRN,Universidade Federal do Rio Grande do Norte,UFRN,Universidade Federal do Rio Grande do Norte,"Desenvolvimento de habilidades e competências em STEAM (sigla em inglês para Ciência, Tecnologia, Artes e Matemática) com foco na área espacial para estudantes do gênero feminino de escolas públicas do Rio Grande do Norte por meio de capacitações e estimulo a iniciação científica.",2023,800000,951003,2023.0
2158,1992,500000,APROVADO,2023-12-11,2025-12-11,IFRN,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte",IFRN,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte","DIA ESPACIAL DOCENTE: APOIO À REALIZAÇÃO DE ATIVIDADES DE ASTRONÁUTICA NO ÂMBITO DO CVT-ESPACIAL, DA AGÊNCIA ESPACIAL BRASILEIRA, VOLTADO PARA CAPACITAÇÃO DE PROFESSORES.",2023,500000,951826,2023.0
5632,5074,1868128,EM_ANALISE,2026-01-01,2027-06-30,IAE,Instituto de Aeronáutica e Espaço,IAE,Instituto de Aeronáutica e Espaço,"O objeto consiste no desenvolvimento de um protótipo de voo de um Motor Foguete a Propelente Líquido, com 25 kN de empuxo no vácuo, para aplicação em último estágio de Veículos Lançadores. O objetivo principal da Fase 0 é vencer as barreiras tecnológicas e de conhecimento para o desenvolvimento de um Motor Foguete a Propelente Líquido. Esse desenvolvimento pretende consolidar o conhecimento da tecnologia em propulsão líquida no país.",2026,1868128,,
5634,5064,1853477,ENVIADO_ANALISE,2026-01-01,2027-06-30,IAE,Instituto de Aeronáutica e Espaço,IAE,Instituto de Aeronáutica e Espaço,"O VLM-1 tem como objetivo colocar um microssatélite com massa igual ou superior a 30 kg em uma órbita terrestre baixa (LEO), igual ou superior a 300 km e de baixa inclinação (referência: “DDM - Documento Definição de Missão – Projeto VLM-1”, de 15 de agosto de 2018). Este veículo está sendo desenvolvido em parceria com o Centro Aeroespacial Alemão (DLR), visando atender às necessidades tanto do Programa Espacial Brasileiro quanto do Alemão, com o objetivo de entrar em um nicho de mercado pouco explorado, o de veículos específicos para o lançamento de microssatélites, segmento este em crescimento devido ao grande número de novas aplicações científicas e operacionais.",2026,1853477,,
